Name,Cover image,Cover image filename,Date,Sponsor id,Sponsor image,Sponsor link,Talk author bio,Talk author image,Talk author link,Talk author name,Talk description,Talk title,Venue address,Venue name,meetup.com,vilniusjs.lt
Vilnius.js Meetup October 2022,,cover-2022-october.jpg,"October 18, 2022 18:30-20:30",danske,Meetups%204de46201709244e2a0c58c130a433730/Danske_Bank_for_light_BG.png,https://danskebank.lt/tech,"The more seniority I gain in software development, the more I do believe that software development can be very simple and easy :) So just trying to continue living in my low complexity, strictly linted and fully covered by tests world. Currently, I am a senior full-stack developer at DanskeBank.

I do have a Yachtmaster Ocean Certificate of Competence and can sail any yacht up to 80 feet in length without limitations all over the oceans. Fun fact: I do own only a 25 feet boat and usually sail in a lake.",Meetups%204de46201709244e2a0c58c130a433730/vilius-rokus.jpg,https://www.linkedin.com/in/vroskus/,Vilius Roškus,"Setting up test tools and understanding what has to be tested sometimes is quite an issue that does not encourage implementing tests on one's application, especially for the junior devs. Yet, maintaining and continuously encouraging the team not to forget the tests is sometimes a headache for senior devs.

I'll show you how to easily set up e2e test tools for both: the frontend and backend, then how to quickly understand what has to be tested. Most importantly, I'll show you how to create an automated test requirement watchdog that would not allow application further evolution by you or your team without taking care of the tests.",Reverse Enforced Test Driven Development: Making e2e Tests Easy,"Saltoniškių g. 7b, Vilnius",DanskeBank - DC Valley,https://www.meetup.com/vilnius-js/events/288855032/,https://vilniusjs.lt/2022/10/02/meetup-october.html
